,Gene1,Gene2,ytest,ypredict
0,SYNGR2,GRM7,5.295128,4.056955328399999
1,SYNGR2,RAB3GAP1,7.962032300000001,3.4564736525
2,SYNGR2,VCP,7.962032300000001,4.553814426399998
3,SYNGR2,RAPGEF4,4.5976415,3.9910828178
4,SYNGR2,PRKACA,7.980891000000001,3.3450591144
5,SYNGR2,DLG1,7.980891000000001,4.736661115
6,SYNGR2,RAB3A,7.473931299999999,3.541369744
7,SYNGR2,ANK3,7.980891000000001,4.881213333399998
8,SYNGR2,ACTR2,4.5976415,3.1366402790000008
9,SYNGR2,RIMS1,5.295128,5.151695690999999
10,SYNGR2,TNR,4.0279202000000005,3.805069750700001
11,SYNGR2,SLC32A1,7.473931299999999,2.9524696601999993
12,SYNGR2,KIF1A,6.6214886,4.881548625799999
13,SYNGR2,ATP2B2,5.295128,5.20590092
14,SYNGR2,PPP3CA,4.355375,3.966716934199998
15,SYNGR2,CDH13,4.0279202000000005,4.064444765000001
16,SYNGR2,HRAS,4.0279202000000005,3.908134079199999
17,SYNGR2,CTBP1,5.295128,3.5084474149999996
18,SYNGR2,PFN1,4.0279202000000005,4.9012105217999995
19,SYNGR2,AMPH,7.473931299999999,3.3155793317999995
20,SYNGR2,YWHAQ,4.427919,3.5134774810000007
21,SYNGR2,ABI2,4.355375,4.511211961999998
22,SYNGR2,RABAC1,6.6214886,3.7883627668999993
23,SYNGR2,HTT,5.5077195,5.301820332399999
24,SYNGR2,PPP3CB,4.5976415,3.679957534799999
25,SYNGR2,ERC2,5.295128,4.4149356015
26,SYNGR2,KCTD16,5.295128,4.220939594399999
27,SYNGR2,CAMK2B,4.65139,4.077629153800001
28,SYNGR2,PRKAR1A,7.980891000000001,3.639167992700001
29,SYNGR2,ADD3,4.355375,4.1827840697999985
30,SYNGR2,ACTG1,5.295128,4.272422922
31,SYNGR2,DBN1,4.355375,4.272488675999998
32,SYNGR2,LRRTM1,4.355375,3.837108332100001
33,SYNGR2,RAB3C,7.473931299999999,3.6963178926
34,SYNGR2,SNCA,7.473931299999999,3.7758147870999994
35,SYNGR2,CANX,5.295128,5.181293462000001
36,SYNGR2,EXOC4,4.407045,4.5657768700000005
37,SYNGR2,ATP1A2,4.355375,4.3060327133
38,SYNGR2,BSN,7.473931299999999,3.7571486263999985
39,SYNGR2,GRIN1,6.6214886,3.5037344413999993
40,SYNGR2,SRSF6,1.8987421000000002,3.0097623037
41,SYNGR2,CNN1,3.8967822,3.0464319795999986
42,SYNGR2,ACVR1,1.8584037,2.8380868536
43,SYNGR2,ZNF79,0.7090595999999999,3.6538124369999987
44,SYNGR2,MLKL,1.6042516000000002,3.4902566699999995
45,SYNGR2,MRPS10,2.4631182999999996,2.3132743762
46,SYNGR2,ABCF2,1.0557662,3.9189737932999993
47,SYNGR2,SLC35G1,2.4631182999999996,2.9352683846999987
48,SYNGR2,MMP2,2.5331554,3.6488825121999997
49,SYNGR2,RBMY1A1,1.0557662,3.1114173467999997
50,SYNGR2,ZNF775,0.6318136999999999,3.5766278000999994
51,SYNGR2,ZNF30,0.6318136999999999,3.072121538199998
52,SYNGR2,CDC25B,2.1871595,3.7708241680999985
53,SYNGR2,TCN1,4.5976415,4.2265130839000005
54,SYNGR2,ALAD,4.5976415,3.3685443306000007
55,SYNGR2,UBE2Z,1.0557662,3.719163168
56,SYNGR2,ILF2,4.5976415,3.2949021822000004
57,SYNGR2,PPP1R3G,0.7407275,3.2862191094999993
58,SYNGR2,SLC22A3,1.8987421000000002,3.5526922934000003
59,SYNGR2,PRSS16,3.0639117000000002,3.6641491157999986
60,SYNGR2,NLRP10,3.6723127,2.7486963989999986
61,SYNGR2,EIF4ENIF1,2.1871595,4.857720498400001
62,SYNGR2,ID4,1.5464824,2.5993090758000004
63,SYNGR2,TNIP1,1.0557662,4.338125414299999
64,SYNGR2,IQCB1,3.4814648999999998,5.1045780156
65,SYNGR2,PYROXD1,2.1871595,3.6791074153999994
66,SYNGR2,RTCA,1.0557662,2.8871929492999997
67,SYNGR2,MTSS1,5.5077195,3.4927836093999995
68,SYNGR2,MZT2A,2.1871595,4.0268352306
69,SYNGR2,RNF25,0.99415094,3.107627555599998
70,SYNGR2,MED15,1.0557662,4.171683547099999
71,SYNGR2,SAFB2,3.1823769,3.4220420662
72,SYNGR2,HMGN5,2.1871595,3.710193793799998
73,SYNGR2,POLR3E,1.0557662,3.762953755999998
74,SYNGR2,DEGS1,4.65139,5.0535120408
75,SYNGR2,PHC1,1.6042516000000002,3.9394882196000007
76,SYNGR2,B4GALT4,3.215496,3.1004472145
77,SYNGR2,BUB1,2.1871595,4.938633233799999
78,SYNGR2,FGD5,3.0639117000000002,3.8153013926999986
79,SYNGR2,KIAA0319,4.65139,3.810278817999999
80,OLFM1,GRM7,4.9880276,6.709870524999996
81,OLFM1,RAB3GAP1,4.0279202000000005,3.612345220499999
82,OLFM1,VCP,4.9296107000000005,4.6367987417
83,OLFM1,RAPGEF4,4.0279202000000005,5.654876433999998
84,OLFM1,PRKACA,4.5440702,4.824340268999999
85,OLFM1,DLG1,5.709182299999999,5.445966449999999
86,OLFM1,RAB3A,6.0892672999999995,5.623650374999999
87,OLFM1,ANK3,5.6627645,5.015950585999999
88,OLFM1,ACTR2,6.0193653,3.517380297099999
89,OLFM1,RIMS1,6.8889685,5.351021260999999
90,OLFM1,TNR,7.7052570000000005,6.061003231999999
91,OLFM1,SLC32A1,6.0892672999999995,2.8244671993000003
92,OLFM1,KIF1A,5.6627645,5.737438379999997
93,OLFM1,ATP2B2,4.0279202000000005,5.676592093999999
94,OLFM1,PPP3CA,6.0193653,5.255623507999997
95,OLFM1,CDH13,4.2472515,3.940486923
96,OLFM1,HRAS,4.8911967,3.7369959170000002
97,OLFM1,CTBP1,4.0279202000000005,3.3887940856999976
98,OLFM1,PFN1,5.709182299999999,3.6210829963000015
99,OLFM1,AMPH,4.0279202000000005,5.466676018999998
100,OLFM1,YWHAQ,4.9296107000000005,4.875432213599998
101,OLFM1,ABI2,6.0193653,4.914940531200001
102,OLFM1,RABAC1,4.0279202000000005,3.7574756897
103,OLFM1,HTT,4.9880276,5.326160163099998
104,OLFM1,PPP3CB,7.3584538,3.9522739013999995
105,OLFM1,ERC2,6.845114,6.182686387999996
106,OLFM1,KCTD16,4.0279202000000005,5.758690380999999
107,OLFM1,CAMK2B,6.0193653,5.637485175599998
108,OLFM1,PRKAR1A,5.141356,4.839459182999999
109,OLFM1,ADD3,5.709182299999999,3.8923373271000004
110,OLFM1,ACTG1,6.0892672999999995,5.319017717400002
