,Gene1,Gene2,ytest,ypredict
0,SYNGR2,INA,4.355375,3.8303922320999995
1,SYNGR2,STX1B,7.980891000000001,2.898369744966668
2,SYNGR2,SHANK2,4.355375,4.567778174199997
3,SYNGR2,LIN7A,5.295128,4.388261602200001
4,SYNGR2,STXBP1,5.295128,3.541511571999999
5,SYNGR2,ANXA1,4.65139,4.3826314447
6,SYNGR2,AP3D1,12.228819,3.4262331853999997
7,SYNGR2,SPTBN1,5.5077195,3.826773078
8,SYNGR2,FLOT1,5.5077195,3.786953645299998
9,SYNGR2,GNG3,4.355375,2.8521545890999995
10,SYNGR2,VAMP1,7.980891000000001,4.535827898200001
11,SYNGR2,NF1,5.295128,3.5993337187999996
12,SYNGR2,RIMBP2,4.0279202000000005,3.5282582718
13,SYNGR2,SYNJ2,5.295128,3.6991405820999996
14,SYNGR2,SYT12,7.473931299999999,3.9129051612000008
15,SYNGR2,SYNGR3,7.980891000000001,6.040237890800001
16,SYNGR2,DNM1,6.6214886,4.306101588799999
17,SYNGR2,STXBP5,7.980891000000001,4.048369515399999
18,SYNGR2,HSPA8,5.295128,3.6334061974999994
19,SYNGR2,RHOA,4.65139,2.9418573030999995
20,SYNGR2,GABRA4,4.355375,4.6121938039999995
21,SYNGR2,PIP5K1C,5.295128,3.3597719083000004
22,SYNGR2,GAP43,4.355375,3.9471644479999988
23,SYNGR2,CTNND1,5.295128,5.167044814
24,SYNGR2,PFN2,5.295128,3.480070604
25,SYNGR2,ADAM22,4.355375,4.7079807559999995
26,SYNGR2,DBNL,4.65139,3.6449768878000004
27,SYNGR2,CSPG5,4.5976415,3.6359486642999985
28,SYNGR2,APOE,4.65139,3.9001476023999992
29,SYNGR2,HPCA,4.427919,3.7152925149
30,SYNGR2,NLGN1,5.295128,4.2374233364
31,SYNGR2,GRIA1,6.6214886,3.9835016379999995
32,SYNGR2,SH3GL2,7.473931299999999,3.3102031931999996
33,SYNGR2,MPP2,4.355375,5.172172635999999
34,SYNGR2,MYH10,7.980891000000001,3.927648023199999
35,SYNGR2,EXOC3,5.295128,2.832388266800001
36,SYNGR2,ACTB,5.295128,3.2002196609
37,SYNGR2,PDE2A,5.295128,4.1410005321
38,SYNGR2,SLC1A2,5.295128,4.0273407873
39,SYNGR2,BCAN,4.0279202000000005,4.6566798993999985
40,SYNGR2,TNKS1BP1,3.8967822,3.6219909726
41,SYNGR2,KLRG1,1.8584037,5.114802273999999
42,SYNGR2,ACOX1,3.5327205999999998,3.1653483916000003
43,SYNGR2,CTDSPL2,1.8987421000000002,3.6040128128
44,SYNGR2,PDE12,1.0557662,3.5081495747999982
45,SYNGR2,F5,4.5976415,3.1825247759999997
46,SYNGR2,NRAP,3.8967822,3.4752929300000006
47,SYNGR2,KCNQ4,1.8987421000000002,2.931748719600001
48,SYNGR2,BCKDHB,1.0557662,3.879519348400002
49,SYNGR2,TRIM13,2.4631182999999996,3.5132751601999983
50,SYNGR2,IRAK3,1.6042516000000002,3.190999826499999
51,SYNGR2,DNAJC28,5.5077195,3.557466166800001
52,SYNGR2,TAL1,2.1871595,3.0966253543000004
53,SYNGR2,KRTAP13-3,2.1871595,2.0394037395
54,SYNGR2,POLR2D,2.1871595,3.5269897152000005
55,SYNGR2,KRT81,2.5331554,2.9492910553000002
56,SYNGR2,WNT2B,2.5331554,3.9026010921999994
57,SYNGR2,S1PR4,1.8584037,2.586990347199999
58,SYNGR2,RBL1,2.1871595,3.8109699153333323
59,SYNGR2,AP4E1,3.6867542,4.097899817999999
60,SYNGR2,PPM1B,2.1871595,4.049758193999999
61,SYNGR2,TBC1D32,1.6042516000000002,4.143343729399999
62,SYNGR2,INSRR,3.4814648999999998,3.1024285598000008
63,SYNGR2,AMN,3.6867542,3.6656690702000003
64,SYNGR2,ACTL6A,3.4814648999999998,3.2923079906000003
65,SYNGR2,SRMS,1.4962273000000001,2.7685278930000004
66,SYNGR2,ABCA7,5.5077195,3.3506032683
67,SYNGR2,ALK,3.1823769,4.168015557399998
68,SYNGR2,PIP5K1B,2.1098776000000004,3.985706221800001
69,SYNGR2,MCM5,2.1871595,3.9581051179999998
70,SYNGR2,CAPN11,4.278992,2.9970461498000005
71,SYNGR2,ASB2,0.99415094,4.425804147699999
72,SYNGR2,ZNF567,0.7090595999999999,3.7680619434999993
73,SYNGR2,ATG2B,7.962032300000001,3.4983157777000002
74,SYNGR2,ZP4,4.5976415,2.615172154999999
75,SYNGR2,GPR20,1.8584037,2.6454349516999995
76,SYNGR2,MYO3B,3.4814648999999998,4.156876089999998
77,SYNGR2,CNOT3,2.1871595,3.4330163809999994
78,SYNGR2,DCDC2,3.4814648999999998,3.224605911399999
79,SYNGR2,DOK1,1.6042516000000002,3.070505395900001
80,OLFM1,INA,4.0279202000000005,3.9330253823999994
81,OLFM1,STX1B,5.3189254,4.6023731304
82,OLFM1,SHANK2,6.845114,6.603049825
83,OLFM1,LIN7A,4.0279202000000005,5.5897834940000015
84,OLFM1,STXBP1,5.3677316,5.337078767999998
85,OLFM1,ANXA1,5.334001,4.612588086
86,OLFM1,AP3D1,6.0892672999999995,3.4586226018999997
87,OLFM1,SPTBN1,5.709182299999999,6.038943372300001
88,OLFM1,FLOT1,5.3677316,5.018146112000001
89,OLFM1,GNG3,5.0969615,4.7241817444
90,OLFM1,VAMP1,4.0279202000000005,4.4566884418
91,OLFM1,NF1,5.141356,5.129384086000001
92,OLFM1,RIMBP2,4.0279202000000005,4.6009524657
93,OLFM1,SYNJ2,4.9880276,4.059879819399998
94,OLFM1,SYT12,4.0279202000000005,3.500466479799999
95,OLFM1,SYNGR3,4.0279202000000005,3.5872714246999986
96,OLFM1,DNM1,5.6627645,6.206825414
97,OLFM1,STXBP5,4.0279202000000005,5.447108844999998
98,OLFM1,HSPA8,6.0892672999999995,4.799863148999999
99,OLFM1,RHOA,6.777607400000001,3.2763621474
100,OLFM1,GABRA4,4.0279202000000005,5.229325093899998
101,OLFM1,PIP5K1C,4.0279202000000005,3.819039897266668
102,OLFM1,GAP43,6.845114,3.424771274700001
103,OLFM1,CTNND1,6.845114,6.343510977000002
104,OLFM1,PFN2,5.709182299999999,2.9354846795999987
105,OLFM1,ADAM22,4.9880276,5.697363795999999
106,OLFM1,DBNL,4.9046383,3.4820769904000004
107,OLFM1,CSPG5,4.847275700000001,3.845623106999999
108,OLFM1,APOE,7.7052570000000005,4.686237098000001
109,OLFM1,HPCA,7.2064509999999995,4.124676436100001
110,OLFM1,NLGN1,11.421464,4.312707595099997
111,OLFM1,GRIA1,5.6627645,5.525001688999997
112,OLFM1,SH3GL2,6.8889685,5.974483528400001
113,OLFM1,MPP2,4.5440702,3.5151397656999994
114,OLFM1,MYH10,6.845114,3.9625911997
115,OLFM1,EXOC3,6.845114,4.167955547599998
116,OLFM1,ACTB,6.0892672999999995,5.053736941399998
117,OLFM1,PDE2A,8.298081,4.434822829999999
118,OLFM1,SLC1A2,5.6627645,5.027665986299999
119,OLFM1,BCAN,4.0279202000000005,3.8366017303999977
120,OLFM1,TNKS1BP1,3.8967822,3.9130270652
121,OLFM1,KLRG1,1.6687248,3.0312673581333325
122,OLFM1,ACOX1,2.2746223999999997,3.4507451765000012
123,OLFM1,CTDSPL2,2.1216016,3.172545327399999
124,OLFM1,PDE12,3.5327205999999998,3.3072877070000004
125,OLFM1,F5,3.3355172,4.013311484700001
126,OLFM1,NRAP,5.141356,4.139421319500001
127,OLFM1,KCNQ4,4.2245984000000005,3.1290326613999997
128,OLFM1,BCKDHB,1.0759001,4.209319514
129,OLFM1,TRIM13,4.8088584,3.866115174500001
130,OLFM1,IRAK3,3.8526933,3.8113554468000013
131,OLFM1,DNAJC28,2.1098776000000004,3.5023891261999993
132,OLFM1,TAL1,4.723007,3.246188130699999
133,OLFM1,KRTAP13-3,3.2630342999999997,3.0996952922999994
134,OLFM1,POLR2D,3.3888276,3.4608916172000006
135,OLFM1,KRT81,3.2630342999999997,4.3208538852
136,OLFM1,WNT2B,4.2245984000000005,3.8115777208000003
137,OLFM1,S1PR4,2.2746223999999997,2.9970612667
138,OLFM1,RBL1,3.3888276,4.726866757399998
139,OLFM1,AP4E1,2.1098776000000004,3.7316200728
140,OLFM1,PPM1B,2.647618,3.1185603662999988
141,OLFM1,TBC1D32,5.141356,3.6141384320999994
142,OLFM1,INSRR,4.9880276,3.6808874644999996
143,OLFM1,AMN,3.7299695,3.5128419661000017
144,OLFM1,ACTL6A,4.847275700000001,3.2132124857999984
145,OLFM1,SRMS,2.222142,3.2672511299999996
146,OLFM1,ABCA7,3.8967822,3.9301505083
147,OLFM1,ALK,4.9114059999999995,4.371055902399999
148,OLFM1,PIP5K1B,3.1981516,3.949637373499998
149,OLFM1,MCM5,1.0565474,4.3422068177999975
150,OLFM1,CAPN11,2.1098776000000004,2.808633710799999
151,OLFM1,ASB2,3.2630342999999997,3.879354193
152,OLFM1,ZNF567,2.1216016,3.2622500766999996
153,OLFM1,ATG2B,1.6042516000000002,3.8968494097999993
154,OLFM1,ZP4,2.159369,2.4886498434999993
155,OLFM1,GPR20,2.2746223999999997,2.9257122334000005
156,OLFM1,MYO3B,4.2245984000000005,3.486471185400001
157,OLFM1,CNOT3,4.1627293,3.2924855986
158,OLFM1,DCDC2,5.0563912,5.540901306999998
159,OLFM1,DOK1,5.3677316,4.226759963999998
160,GRM3,INA,4.966724,5.2400710523999985
161,GRM3,STX1B,6.8889685,5.259499872700002
162,GRM3,SHANK2,8.120295,4.998538036499999
163,GRM3,LIN7A,5.9068904,4.333962291599998
164,GRM3,STXBP1,8.120295,5.087755288999999
165,GRM3,ANXA1,6.2515388,3.505221065899999
166,GRM3,AP3D1,5.7734914,3.9920556628000012
