,Gene1,Gene2,ytest,ypredict
0,OLFM1,MAPK1,7.2064509999999995,4.522549389399999
1,OLFM1,STX1A,4.9880276,5.400731129999998
2,OLFM1,DOC2A,4.0279202000000005,5.375143230999998
3,OLFM1,AP2B1,5.141356,5.57345492
4,OLFM1,DLGAP1,4.0279202000000005,7.019440580999998
5,OLFM1,SYNJ1,6.0892672999999995,5.6450684966
6,OLFM1,RAB21,7.7052570000000005,3.6136189787999995
7,OLFM1,VAMP3,4.723007,4.861747126199999
8,OLFM1,KCTD12,4.0279202000000005,3.3843099691000003
9,OLFM1,RAB5C,4.0279202000000005,4.6934544144000006
10,OLFM1,RPS3A,4.0279202000000005,4.160733931999999
11,OLFM1,CAP2,4.2472515,5.8887713659999985
12,OLFM1,RPH3A,4.0279202000000005,5.401152482999999
13,OLFM1,GRM1,4.5440702,5.3298155010000015
14,OLFM1,PLCB1,5.9068904,6.746154513000002
15,OLFM1,KCNA1,11.421464,4.0332948456
16,OLFM1,YWHAE,6.845114,4.525613339200001
17,OLFM1,MAPT,7.7052570000000005,5.066111762
18,OLFM1,PACSIN1,6.0892672999999995,6.302950891
19,OLFM1,PRKCG,6.0892672999999995,5.159873217999999
20,OLFM1,EEF1A2,5.283375,3.1255946624999997
21,OLFM1,GPM6A,9.528379,5.7892991039999995
22,OLFM1,CPLX2,6.0892672999999995,5.539336330699999
23,OLFM1,RAB6B,4.0279202000000005,6.203404953400001
24,OLFM1,NAPG,4.0279202000000005,4.886909939000001
25,OLFM1,RAB8B,4.871267,4.0927516100000005
26,OLFM1,EEF2,4.0279202000000005,5.146014356
27,OLFM1,PURA,5.283375,4.2600333180000005
28,OLFM1,SYT5,5.283375,5.244069913999998
29,OLFM1,PCLO,4.0279202000000005,5.361894185999998
30,OLFM1,GABRA1,4.0279202000000005,5.665403924999998
31,OLFM1,ANK2,5.6627645,6.742895439999996
32,OLFM1,SYNGR2,4.0279202000000005,3.508567826499998
33,OLFM1,MAP2,7.7052570000000005,5.6744579834
34,OLFM1,STX7,4.0279202000000005,4.620153231999999
35,OLFM1,GRM5,4.0279202000000005,7.032510218199998
36,OLFM1,SNAP25,6.845114,5.926987878000001
37,OLFM1,C1QBP,6.0193653,2.9372548366999998
38,OLFM1,FLOT2,4.5440702,4.689011382500002
39,OLFM1,PEBP1,6.0892672999999995,4.2450257563000005
40,OLFM1,PTGER3,3.4949559999999997,5.770487338999998
41,OLFM1,TADA2B,2.9981978,3.5839448130000005
42,OLFM1,CD99L2,3.8967822,4.633319403400002
43,OLFM1,GPR151,1.6687248,2.780072440099998
44,OLFM1,TGS1,2.5331554,3.8517491834000013
45,OLFM1,DMRT3,4.2245984000000005,3.8935574723000004
46,OLFM1,INO80,5.577767,3.9121462803999982
47,OLFM1,ADO,0.99415094,5.1077223954
48,OLFM1,MYBL2,4.9296107000000005,3.5423406817000007
49,OLFM1,SHISA3,3.3355172,4.997173931399999
50,OLFM1,PCDH7,2.1098776000000004,3.9996046768999998
51,OLFM1,ANKRD13A,2.9981978,4.329274278300001
52,OLFM1,CNKSR3,2.8402631,3.5025395389999994
53,OLFM1,PKM,4.9114059999999995,5.479318351000002
54,OLFM1,FRMPD1,1.6687248,3.6392579147000004
55,OLFM1,OSBP,4.847275700000001,3.734244864000002
56,OLFM1,TESK1,2.9981978,3.4460763777999994
57,OLFM1,UBA7,2.647618,4.458983830999999
58,OLFM1,ZNF100,2.1216016,3.2849923812000013
59,OLFM1,NUDT6,1.8720917000000001,3.8312240699000006
60,OLFM1,TVP23B,2.1098776000000004,3.415528078000001
61,OLFM1,SLC6A20,1.0759001,3.1965476511000004
62,OLFM1,ACACB,5.9068904,5.9224603380000005
63,OLFM1,TRIM46,7.7052570000000005,4.094061471299999
64,OLFM1,ARHGEF28,2.222142,4.236507304400001
65,OLFM1,PSMD13,4.2245984000000005,3.2692621799999984
66,OLFM1,UNC5CL,2.5590477000000003,3.1636077658
67,OLFM1,VCX3A,3.036526,3.5751079370000003
68,OLFM1,POLR1A,3.3107010000000003,4.491835484699999
69,OLFM1,TRPM1,6.827939,4.134091667700001
70,OLFM1,PSMB2,4.2245984000000005,2.858222065899999
71,OLFM1,STIM1,4.2245984000000005,3.9366720957999983
72,OLFM1,ANKRD28,2.1098776000000004,4.5339978579
73,OLFM1,MAFB,4.2245984000000005,3.483446600399999
74,OLFM1,SMARCA5,3.3888276,4.183401896
75,OLFM1,ADAM28,2.159369,4.149042364699999
76,OLFM1,CDC26,2.9981978,3.286269070700001
77,OLFM1,ZNF524,2.1216016,3.431746505599999
78,OLFM1,BMPR1A,9.643856,4.152345201999999
79,OLFM1,EGR1,4.8088584,3.888442681500001
80,GNG3,MAPK1,6.971431,4.2481385617
81,GNG3,STX1A,5.9068904,3.7518696613000007
82,GNG3,DOC2A,6.029146,5.485909105999999
83,GNG3,AP2B1,5.0588937000000005,4.329399668299999
84,GNG3,DLGAP1,5.9068904,6.295107008999999
85,GNG3,SYNJ1,5.0588937000000005,5.735182842999997
86,GNG3,RAB21,6.990414,3.3744034212999994
87,GNG3,VAMP3,4.355375,5.183120406
88,GNG3,KCTD12,4.966724,3.0035591611999997
89,GNG3,RAB5C,5.9068904,4.1182059123
90,GNG3,RPS3A,4.0279202000000005,5.033312153
91,GNG3,CAP2,5.9068904,3.830589836599998
92,GNG3,RPH3A,6.029146,5.1476072462
